index_group,index_name,index_date,last_update_date,high,low,close,pe_ratio,pb_ratio,dividend_yield,
BSE,BSE:SENSEX,19-Sep-2019,04-Dec-24,36613.93,35987.80,36093.47,25.44,2.73,1.27,
BSE,BSE:SENSEX,18-Sep-2019,04-Dec-24,36712.99,36465.92,36563.88,25.85,2.78,1.26,
BSE,BSE:SENSEX,17-Sep-2019,04-Dec-24,37169.56,36419.09,36481.09,25.35,2.72,1.28,
BSE,BSE:SENSEX,16-Sep-2019,04-Dec-24,37302.06,37028.94,37123.31,25.92,2.78,1.26,
BSE,BSE:SENSEX,13-Sep-2019,04-Dec-24,37413.50,37000.09,37384.99,26.42,2.84,1.23,
BSE,BSE:SENSEX,12-Sep-2019,04-Dec-24,37435.15,37048.67,37104.28,26.26,2.82,1.24,
BSE,BSE:SENSEX,11-Sep-2019,04-Dec-24,37343.46,37193.57,37270.82,26.20,2.82,1.24,
BSE,BSE:SENSEX,09-Sep-2019,04-Dec-24,37244.08,36784.47,37145.45,26.12,2.81,1.25,
BSE,BSE:SENSEX,06-Sep-2019,04-Dec-24,37012.98,36727.66,36981.77,26.07,2.80,1.25,
BSE,BSE:SENSEX,05-Sep-2019,04-Dec-24,36898.99,36541.88,36644.42,25.80,2.77,1.26,
BSE,BSE:SENSEX,04-Sep-2019,04-Dec-24,36776.31,36409.54,36724.74,25.78,2.77,1.27,
BSE,BSE:SENSEX,30-Aug-2019,04-Dec-24,37397.97,36829.81,37332.79,26.25,2.82,1.24,
BSE,BSE:SENSEX,29-Aug-2019,04-Dec-24,37381.80,36987.35,37068.93,25.89,2.78,1.26,
BSE,BSE:SENSEX,28-Aug-2019,04-Dec-24,37687.82,37249.19,37451.84,26.23,2.82,1.24,
BSE,BSE:SENSEX,27-Aug-2019,04-Dec-24,37731.51,37449.69,37641.27,26.39,2.84,1.23,
BSE,BSE:SENSEX,26-Aug-2019,04-Dec-24,37544.48,36492.65,37494.12,26.21,2.82,1.24,
BSE,BSE:SENSEX,23-Aug-2019,04-Dec-24,36807.34,36102.35,36701.16,25.62,2.75,1.27,
BSE,BSE:SENSEX,22-Aug-2019,04-Dec-24,37087.58,36391.35,36472.93,25.40,2.73,1.28,
BSE,BSE:SENSEX,21-Aug-2019,04-Dec-24,37406.55,37022.52,37060.37,26.05,2.80,1.25,
BSE,BSE:SENSEX,20-Aug-2019,04-Dec-24,37511.55,37219.90,37328.01,25.97,2.79,1.25,
BSE,BSE:SENSEX,19-Aug-2019,04-Dec-24,37718.88,37358.49,37402.49,26.16,2.81,1.24,
BSE,BSE:SENSEX,16-Aug-2019,04-Dec-24,37444.45,36974.41,37350.33,26.31,2.83,1.24,
BSE,BSE:SENSEX,14-Aug-2019,04-Dec-24,37473.61,37000.77,37311.53,26.11,2.81,1.25,
BSE,BSE:SENSEX,13-Aug-2019,04-Dec-24,37755.16,36888.49,36958.16,25.78,2.77,1.26,
BSE,BSE:SENSEX,09-Aug-2019,04-Dec-24,37807.55,37406.26,37581.91,26.28,2.84,1.23,
BSE,BSE:SENSEX,08-Aug-2019,04-Dec-24,37405.48,36655.41,37327.36,25.97,2.82,1.24,
BSE,BSE:SENSEX,07-Aug-2019,04-Dec-24,37104.79,36610.57,36690.50,25.57,2.78,1.26,
BSE,BSE:SENSEX,06-Aug-2019,04-Dec-24,37241.77,36536.59,36976.85,25.33,2.75,1.27,
BSE,BSE:SENSEX,05-Aug-2019,04-Dec-24,36844.05,36416.79,36699.84,25.25,2.74,1.27,
BSE,BSE:SENSEX,02-Aug-2019,04-Dec-24,37375.16,36607.41,37118.22,26.11,2.80,1.25,
BSE,BSE:SENSEX,31-Jul-2019,04-Dec-24,37576.37,37128.26,37481.12,26.63,2.85,1.23,
BSE,BSE:SENSEX,30-Jul-2019,04-Dec-24,37950.21,37359.03,37397.24,26.64,2.86,1.23,
BSE,BSE:SENSEX,29-Jul-2019,04-Dec-24,38043.22,37519.16,37686.37,27.30,2.88,1.22,
BSE,BSE:SENSEX,26-Jul-2019,04-Dec-24,37978.07,37690.47,37882.79,27.10,2.89,1.22,
BSE,BSE:SENSEX,25-Jul-2019,04-Dec-24,38169.87,37775.51,37830.98,27.12,2.89,1.24,
BSE,BSE:SENSEX,24-Jul-2019,04-Dec-24,38102.84,37708.41,37847.65,27.16,2.89,1.24,
BSE,BSE:SENSEX,23-Jul-2019,04-Dec-24,38217.81,37898.90,37982.74,27.44,2.91,1.24,
BSE,BSE:SENSEX,22-Jul-2019,04-Dec-24,38333.52,37890.32,38031.13,27.47,2.91,1.24,
BSE,BSE:SENSEX,19-Jul-2019,04-Dec-24,39058.73,38271.35,38337.01,27.73,2.93,1.22,
BSE,BSE:SENSEX,18-Jul-2019,04-Dec-24,39204.47,38861.25,38897.46,27.90,2.97,1.21,
BSE,BSE:SENSEX,17-Jul-2019,04-Dec-24,39284.73,39081.14,39215.64,28.11,2.99,1.20,
BSE,BSE:SENSEX,16-Jul-2019,04-Dec-24,39173.89,38845.27,39131.04,28.13,3.00,1.20,
BSE,BSE:SENSEX,15-Jul-2019,04-Dec-24,39023.97,38696.60,38896.71,28.01,2.98,1.20,
BSE,BSE:SENSEX,12-Jul-2019,04-Dec-24,39021.84,38684.85,38736.23,27.85,2.95,1.21,
BSE,BSE:SENSEX,11-Jul-2019,04-Dec-24,38892.50,38631.31,38823.11,28.06,2.97,1.20,
BSE,BSE:SENSEX,10-Jul-2019,04-Dec-24,38854.85,38474.66,38557.04,27.84,2.94,1.21,
BSE,BSE:SENSEX,09-Jul-2019,04-Dec-24,38814.23,38435.87,38730.82,27.87,2.95,1.21,
BSE,BSE:SENSEX,08-Jul-2019,04-Dec-24,39476.38,38605.48,38720.57,27.84,2.94,1.21,
BSE,BSE:SENSEX,05-Jul-2019,04-Dec-24,40032.41,39441.38,39513.39,28.62,3.03,1.18,
BSE,BSE:SENSEX,04-Jul-2019,04-Dec-24,39979.10,39858.33,39908.06,28.86,3.05,1.17,
BSE,BSE:SENSEX,03-Jul-2019,04-Dec-24,39934.99,39732.38,39839.25,28.72,3.04,1.18,
BSE,BSE:SENSEX,02-Jul-2019,04-Dec-24,39838.49,39499.19,39816.48,28.69,3.03,1.18,
BSE,BSE:SENSEX,28-Jun-2019,04-Dec-24,39675.25,39361.92,39394.64,28.46,3.01,1.19,
BSE,BSE:SENSEX,27-Jun-2019,04-Dec-24,39817.22,39510.44,39586.41,28.59,3.03,1.18,
BSE,BSE:SENSEX,26-Jun-2019,04-Dec-24,39674.22,39319.64,39592.08,28.56,3.02,1.18,
BSE,BSE:SENSEX,25-Jun-2019,04-Dec-24,39490.64,38946.04,39434.94,28.47,3.02,1.19,
BSE,BSE:SENSEX,24-Jun-2019,04-Dec-24,39300.02,39021.70,39122.96,28.22,2.99,1.20,
BSE,BSE:SENSEX,21-Jun-2019,04-Dec-24,39617.95,39121.30,39194.49,27.96,3.00,1.22,
BSE,BSE:SENSEX,20-Jun-2019,04-Dec-24,39638.64,38933.78,39601.63,28.16,3.02,1.21,
BSE,BSE:SENSEX,19-Jun-2019,04-Dec-24,39435.80,38881.05,39112.74,27.88,2.99,1.22,
BSE,BSE:SENSEX,18-Jun-2019,04-Dec-24,39167.83,38870.96,39046.34,27.87,2.99,1.22,
BSE,BSE:SENSEX,17-Jun-2019,04-Dec-24,39540.42,38911.49,38960.79,27.75,2.98,1.23,
BSE,BSE:SENSEX,14-Jun-2019,04-Dec-24,39799.90,39363.45,39452.07,27.98,3.00,1.22,
BSE,BSE:SENSEX,13-Jun-2019,04-Dec-24,39800.81,39461.27,39741.36,28.26,3.03,1.20,
BSE,BSE:SENSEX,12-Jun-2019,04-Dec-24,39982.10,39623.53,39756.81,28.39,3.05,1.20,
BSE,BSE:SENSEX,11-Jun-2019,04-Dec-24,40066.31,39760.02,39950.46,28.43,3.05,1.20,
BSE,BSE:SENSEX,10-Jun-2019,04-Dec-24,39979.48,39619.97,39784.52,28.27,3.04,1.20,
BSE,BSE:SENSEX,07-Jun-2019,04-Dec-24,39703.10,39279.47,39615.90,28.16,3.02,1.21,
BSE,BSE:SENSEX,06-Jun-2019,04-Dec-24,40159.26,39481.15,39529.72,28.13,3.02,1.21,
BSE,BSE:SENSEX,04-Jun-2019,04-Dec-24,40312.07,40031.05,40083.54,28.76,3.09,1.19,
BSE,BSE:SENSEX,31-May-2019,04-Dec-24,40122.34,39374.24,39714.20,29.01,3.04,1.19,
BSE,BSE:SENSEX,30-May-2019,04-Dec-24,39911.92,39500.56,39831.97,28.95,3.05,1.19,
BSE,BSE:SENSEX,29-May-2019,04-Dec-24,39767.93,39420.50,39502.05,28.55,3.02,1.20,
BSE,BSE:SENSEX,28-May-2019,04-Dec-24,39828.65,39498.65,39749.73,29.08,3.06,1.19,
BSE,BSE:SENSEX,27-May-2019,04-Dec-24,39821.94,39353.16,39683.29,29.08,3.06,1.19,
BSE,BSE:SENSEX,24-May-2019,04-Dec-24,39476.97,38824.26,39434.72,28.91,3.04,1.20,
BSE,BSE:SENSEX,23-May-2019,04-Dec-24,40124.96,38651.61,38811.39,28.35,2.98,1.22,
BSE,BSE:SENSEX,22-May-2019,04-Dec-24,39249.08,38903.87,39110.21,28.58,3.01,1.20,
BSE,BSE:SENSEX,21-May-2019,04-Dec-24,39571.73,38884.85,38969.80,28.71,2.97,1.20,
BSE,BSE:SENSEX,20-May-2019,04-Dec-24,39412.56,38570.04,39352.67,29.05,3.00,1.18,
BSE,BSE:SENSEX,17-May-2019,04-Dec-24,38001.13,37415.36,37930.77,27.83,2.88,1.24,
BSE,BSE:SENSEX,16-May-2019,04-Dec-24,37518.94,37052.30,37393.48,27.54,2.85,1.25,
BSE,BSE:SENSEX,15-May-2019,04-Dec-24,37559.67,37047.87,37114.88,27.20,2.86,1.25,
BSE,BSE:SENSEX,14-May-2019,04-Dec-24,37572.70,36956.10,37318.53,27.42,2.87,1.25,
BSE,BSE:SENSEX,13-May-2019,04-Dec-24,37583.57,36999.84,37090.82,27.24,2.86,1.26,
BSE,BSE:SENSEX,10-May-2019,04-Dec-24,37721.98,37370.39,37462.99,28.44,2.91,1.23,
BSE,BSE:SENSEX,09-May-2019,04-Dec-24,37780.46,37405.40,37558.91,28.15,2.91,1.23,
BSE,BSE:SENSEX,08-May-2019,04-Dec-24,38248.57,37743.07,37789.13,27.76,2.94,1.23,
BSE,BSE:SENSEX,07-May-2019,04-Dec-24,38835.54,38236.18,38276.63,28.16,2.98,1.21,
BSE,BSE:SENSEX,06-May-2019,04-Dec-24,38719.33,38509.79,38600.34,28.38,3.01,1.21,
BSE,BSE:SENSEX,03-May-2019,04-Dec-24,39172.76,38920.17,38963.26,28.86,3.05,1.18,
BSE,BSE:SENSEX,30-Apr-2019,04-Dec-24,39105.88,38753.46,39031.55,28.96,3.07,1.19,
BSE,BSE:SENSEX,26-Apr-2019,04-Dec-24,39103.16,38765.33,39067.33,27.91,3.07,1.18,
BSE,BSE:SENSEX,25-Apr-2019,04-Dec-24,39262.22,38663.98,38730.86,27.58,3.03,1.20,
BSE,BSE:SENSEX,24-Apr-2019,04-Dec-24,39095.35,38571.00,39054.68,27.91,3.07,1.18,
BSE,BSE:SENSEX,23-Apr-2019,04-Dec-24,38832.61,38518.26,38564.88,27.49,3.02,1.19,
BSE,BSE:SENSEX,22-Apr-2019,04-Dec-24,39158.22,38585.65,38645.18,27.83,3.04,1.15,
BSE,BSE:SENSEX,18-Apr-2019,04-Dec-24,39487.45,39083.16,39140.28,28.34,3.19,1.12,
BSE,BSE:SENSEX,16-Apr-2019,04-Dec-24,39364.34,39038.81,39275.64,28.32,3.19,1.11,
BSE,BSE:SENSEX,15-Apr-2019,04-Dec-24,38976.58,38780.08,38905.84,28.20,3.18,1.12,
BSE,BSE:SENSEX,12-Apr-2019,04-Dec-24,38818.87,38554.79,38767.11,28.18,3.17,1.12,
BSE,BSE:SENSEX,11-Apr-2019,04-Dec-24,38649.98,38460.25,38607.01,28.17,3.17,1.12,
BSE,BSE:SENSEX,10-Apr-2019,04-Dec-24,38950.45,38542.28,38585.35,28.17,3.17,1.13,
BSE,BSE:SENSEX,09-Apr-2019,04-Dec-24,38978.99,38598.72,38939.22,28.22,3.17,1.13,
BSE,BSE:SENSEX,08-Apr-2019,04-Dec-24,39041.25,38520.96,38700.53,27.96,3.14,1.14,
BSE,BSE:SENSEX,05-Apr-2019,04-Dec-24,38958.60,38701.04,38862.23,27.99,3.15,1.14,
BSE,BSE:SENSEX,04-Apr-2019,04-Dec-24,38939.35,38581.04,38684.72,28.19,3.17,1.14,
BSE,BSE:SENSEX,03-Apr-2019,04-Dec-24,39270.14,38826.56,38877.12,28.58,3.21,1.11,
BSE,BSE:SENSEX,02-Apr-2019,04-Dec-24,39121.69,38846.96,39056.65,28.46,3.20,1.11,
BSE,BSE:SENSEX,29-Mar-2019,04-Dec-24,38748.54,38546.68,38672.91,28.04,3.15,1.13,
BSE,BSE:SENSEX,28-Mar-2019,04-Dec-24,38593.65,38148.44,38545.72,27.98,3.15,1.13,
BSE,BSE:SENSEX,27-Mar-2019,04-Dec-24,38475.93,38001.34,38132.88,27.78,3.12,1.15,
BSE,BSE:SENSEX,26-Mar-2019,04-Dec-24,38297.70,37800.08,38233.41,27.73,3.12,1.14,
BSE,BSE:SENSEX,25-Mar-2019,04-Dec-24,38016.76,37667.40,37808.91,27.44,3.08,1.15,
BSE,BSE:SENSEX,22-Mar-2019,04-Dec-24,38564.71,38089.36,38164.61,27.68,3.11,1.15,
BSE,BSE:SENSEX,20-Mar-2019,04-Dec-24,38489.81,38316.21,38386.75,27.85,3.13,1.14,
BSE,BSE:SENSEX,19-Mar-2019,04-Dec-24,38396.06,38078.23,38363.47,27.99,3.15,1.14,
BSE,BSE:SENSEX,18-Mar-2019,04-Dec-24,38369.59,37952.10,38095.07,27.97,3.14,1.14,
BSE,BSE:SENSEX,15-Mar-2019,04-Dec-24,38254.77,37760.23,38024.32,28.15,3.20,1.13,
BSE,BSE:SENSEX,14-Mar-2019,04-Dec-24,37907.78,37693.69,37754.89,27.79,3.16,1.14,
BSE,BSE:SENSEX,13-Mar-2019,04-Dec-24,37797.29,37478.87,37752.17,27.90,3.17,1.14,
BSE,BSE:SENSEX,12-Mar-2019,04-Dec-24,37586.63,37230.85,37535.66,27.76,3.16,1.14,
BSE,BSE:SENSEX,11-Mar-2019,04-Dec-24,37106.19,36726.39,37054.10,27.27,3.10,1.16,
BSE,BSE:SENSEX,08-Mar-2019,04-Dec-24,36753.59,36592.93,36671.43,27.17,3.09,1.17,
BSE,BSE:SENSEX,07-Mar-2019,04-Dec-24,36830.25,36590.88,36725.42,27.22,3.10,1.16,
BSE,BSE:SENSEX,06-Mar-2019,04-Dec-24,36666.47,36456.82,36636.10,26.98,3.07,1.16,
BSE,BSE:SENSEX,05-Mar-2019,04-Dec-24,36457.44,35926.94,36442.54,26.85,3.06,1.17,
BSE,BSE:SENSEX,28-Feb-2019,04-Dec-24,36085.85,35829.15,35867.44,26.23,2.99,1.20,
BSE,BSE:SENSEX,27-Feb-2019,04-Dec-24,36371.11,35735.33,35905.43,26.20,2.98,1.20,
BSE,BSE:SENSEX,26-Feb-2019,04-Dec-24,36172.52,35714.16,35973.71,26.34,3.00,1.19,
BSE,BSE:SENSEX,25-Feb-2019,04-Dec-24,36242.18,35901.06,36213.38,26.55,3.02,1.18,
BSE,BSE:SENSEX,22-Feb-2019,04-Dec-24,35941.69,35795.79,35871.48,22.92,2.99,1.20,
BSE,BSE:SENSEX,21-Feb-2019,04-Dec-24,35983.07,35707.29,35898.35,23.02,3.00,1.20,
BSE,BSE:SENSEX,20-Feb-2019,04-Dec-24,35797.11,35469.49,35756.26,22.97,3.00,1.20,
BSE,BSE:SENSEX,19-Feb-2019,04-Dec-24,35776.04,35287.16,35352.61,22.56,2.94,1.22,
BSE,BSE:SENSEX,18-Feb-2019,04-Dec-24,35912.44,35470.76,35498.44,22.68,2.96,1.21,
BSE,BSE:SENSEX,15-Feb-2019,04-Dec-24,36022.57,35510.97,35808.95,22.79,2.97,1.19,
BSE,BSE:SENSEX,14-Feb-2019,04-Dec-24,36109.10,35799.42,35876.22,22.80,2.97,1.19,
BSE,BSE:SENSEX,13-Feb-2019,04-Dec-24,36375.80,35962.68,36034.11,23.35,3.03,1.17,
BSE,BSE:SENSEX,12-Feb-2019,04-Dec-24,36465.40,36113.91,36153.62,23.39,3.04,1.16,
BSE,BSE:SENSEX,11-Feb-2019,04-Dec-24,36588.41,36300.48,36395.03,23.43,3.04,1.16,
BSE,BSE:SENSEX,08-Feb-2019,04-Dec-24,36885.58,36480.62,36546.48,23.53,3.08,1.15,
BSE,BSE:SENSEX,07-Feb-2019,04-Dec-24,37172.18,36898.80,36971.09,23.64,3.09,1.15,
BSE,BSE:SENSEX,06-Feb-2019,04-Dec-24,37005.25,36680.88,36975.23,23.64,3.09,1.14,
BSE,BSE:SENSEX,05-Feb-2019,04-Dec-24,36727.83,36495.83,36616.81,23.30,3.05,1.16,
BSE,BSE:SENSEX,04-Feb-2019,04-Dec-24,36622.77,36225.48,36582.74,23.30,3.04,1.16,
BSE,BSE:SENSEX,31-Jan-2019,04-Dec-24,36278.13,35740.07,36256.69,23.78,3.05,1.16,
BSE,BSE:SENSEX,30-Jan-2019,04-Dec-24,35850.41,35490.97,35591.25,23.27,2.98,1.18,
BSE,BSE:SENSEX,29-Jan-2019,04-Dec-24,35734.14,35375.51,35592.50,23.26,2.97,1.18,
BSE,BSE:SENSEX,28-Jan-2019,04-Dec-24,36124.26,35565.15,35656.70,23.30,2.98,1.18,
BSE,BSE:SENSEX,25-Jan-2019,04-Dec-24,36474.48,35953.15,36025.54,23.68,3.02,1.17,
BSE,BSE:SENSEX,24-Jan-2019,04-Dec-24,36258.28,35996.68,36195.10,23.77,3.03,1.16,
BSE,BSE:SENSEX,23-Jan-2019,04-Dec-24,36521.47,36037.90,36108.47,23.71,3.02,1.17,
BSE,BSE:SENSEX,22-Jan-2019,04-Dec-24,36650.47,36282.93,36444.64,23.93,3.05,1.15,
BSE,BSE:SENSEX,21-Jan-2019,04-Dec-24,36701.03,36351.77,36578.96,24.06,3.07,1.15,
BSE,BSE:SENSEX,18-Jan-2019,04-Dec-24,36469.98,36218.33,36386.61,23.96,3.04,1.16,
BSE,BSE:SENSEX,17-Jan-2019,04-Dec-24,36468.42,36170.80,36374.08,23.96,3.05,1.16,
BSE,BSE:SENSEX,16-Jan-2019,04-Dec-24,36462.03,36278.61,36321.29,23.84,3.03,1.16,
BSE,BSE:SENSEX,15-Jan-2019,04-Dec-24,36349.31,35950.08,36318.33,23.74,3.02,1.17,
BSE,BSE:SENSEX,14-Jan-2019,04-Dec-24,36124.94,35691.75,35853.56,23.29,3.00,1.18,
BSE,BSE:SENSEX,11-Jan-2019,04-Dec-24,36214.26,35840.60,36009.84,23.57,3.03,1.16,
BSE,BSE:SENSEX,10-Jan-2019,04-Dec-24,36269.31,36070.76,36106.50,23.50,3.02,1.17,
BSE,BSE:SENSEX,09-Jan-2019,04-Dec-24,36250.54,35863.29,36212.91,23.51,3.02,1.17,
BSE,BSE:SENSEX,08-Jan-2019,04-Dec-24,36037.35,35753.95,35980.93,23.41,3.01,1.17,
BSE,BSE:SENSEX,07-Jan-2019,04-Dec-24,36076.95,35809.23,35850.16,23.39,3.00,1.17,
BSE,BSE:SENSEX,04-Jan-2019,04-Dec-24,35744.20,35382.08,35695.10,23.43,3.01,1.17,
BSE,BSE:SENSEX,03-Jan-2019,04-Dec-24,35999.66,35475.57,35513.71,23.03,2.96,1.19,
BSE,BSE:SENSEX,02-Jan-2019,04-Dec-24,36236.70,35734.01,35891.52,23.39,3.00,1.17,
BSE,BSE:SENSEX,31-Dec-2018,04-Dec-24,36285.46,36033.95,36068.33,23.64,3.04,1.16,
BSE,BSE:SENSEX,28-Dec-2018,04-Dec-24,36194.78,35911.99,36076.72,23.69,3.04,1.16,
BSE,BSE:SENSEX,27-Dec-2018,04-Dec-24,36041.24,35781.95,35807.28,23.40,3.01,1.17,
BSE,BSE:SENSEX,26-Dec-2018,04-Dec-24,35711.26,35010.82,35649.94,23.34,3.00,1.18,
BSE,BSE:SENSEX,24-Dec-2018,04-Dec-24,35910.67,35423.24,35470.15,23.30,3.00,1.18,
BSE,BSE:SENSEX,21-Dec-2018,04-Dec-24,36483.49,35694.74,35742.07,23.49,2.98,1.21,
BSE,BSE:SENSEX,20-Dec-2018,04-Dec-24,36475.52,36202.90,36431.67,23.94,3.04,1.19,
BSE,BSE:SENSEX,19-Dec-2018,04-Dec-24,36554.99,36381.87,36484.33,24.26,3.08,1.18,
BSE,BSE:SENSEX,18-Dec-2018,04-Dec-24,36375.38,36046.52,36347.08,24.09,3.06,1.18,
BSE,BSE:SENSEX,17-Dec-2018,04-Dec-24,36312.31,36123.62,36270.07,23.78,3.02,1.20,
BSE,BSE:SENSEX,14-Dec-2018,04-Dec-24,36019.02,35813.85,35962.93,23.47,2.98,1.22,
BSE,BSE:SENSEX,13-Dec-2018,04-Dec-24,36095.56,35794.51,35929.64,23.64,3.01,1.21,
BSE,BSE:SENSEX,12-Dec-2018,04-Dec-24,35826.58,35167.47,35779.07,23.48,2.99,1.21,
BSE,BSE:SENSEX,11-Dec-2018,04-Dec-24,35207.33,34426.29,35150.01,22.83,2.90,1.25,
BSE,BSE:SENSEX,10-Dec-2018,04-Dec-24,35246.97,34915.77,34959.72,22.86,2.91,1.24,
BSE,BSE:SENSEX,07-Dec-2018,04-Dec-24,35730.05,35378.27,35673.25,23.31,2.96,1.22,
BSE,BSE:SENSEX,06-Dec-2018,04-Dec-24,35707.23,35266.76,35312.13,22.96,2.92,1.24,
BSE,BSE:SENSEX,05-Dec-2018,04-Dec-24,36048.65,35777.81,35884.41,23.48,2.98,1.21,
BSE,BSE:SENSEX,04-Dec-2018,04-Dec-24,36295.84,36036.39,36134.31,23.39,2.97,1.22,
BSE,BSE:SENSEX,30-Nov-2018,04-Dec-24,36389.22,36082.97,36194.30,23.90,3.03,1.19,
BSE,BSE:SENSEX,29-Nov-2018,04-Dec-24,36253.85,35946.24,36170.41,23.85,3.03,1.19,
BSE,BSE:SENSEX,28-Nov-2018,04-Dec-24,35822.16,35605.34,35716.95,23.30,2.96,1.22,
BSE,BSE:SENSEX,27-Nov-2018,04-Dec-24,35555.16,35262.97,35513.14,23.05,2.93,1.23,
BSE,BSE:SENSEX,26-Nov-2018,04-Dec-24,35397.24,34896.07,35354.08,23.03,2.93,1.23,
BSE,BSE:SENSEX,22-Nov-2018,04-Dec-24,35364.50,34937.98,34981.02,22.85,2.91,1.24,
BSE,BSE:SENSEX,21-Nov-2018,04-Dec-24,35494.25,35112.49,35199.80,22.96,2.92,1.23,
BSE,BSE:SENSEX,20-Nov-2018,04-Dec-24,35731.67,35416.18,35474.51,23.41,3.03,1.23,
BSE,BSE:SENSEX,19-Nov-2018,04-Dec-24,35818.83,35511.10,35774.88,23.55,3.05,1.22,
BSE,BSE:SENSEX,16-Nov-2018,04-Dec-24,35545.85,35324.37,35457.16,23.31,3.02,1.23,
BSE,BSE:SENSEX,15-Nov-2018,04-Dec-24,35402.00,35118.42,35260.54,23.09,2.99,1.24,
BSE,BSE:SENSEX,14-Nov-2018,04-Dec-24,35351.88,34986.86,35141.99,22.93,2.97,1.25,
BSE,BSE:SENSEX,13-Nov-2018,04-Dec-24,35187.75,34672.20,35144.49,22.82,2.96,1.26,
BSE,BSE:SENSEX,12-Nov-2018,04-Dec-24,35333.22,34756.80,34812.99,22.51,2.92,1.27,
BSE,BSE:SENSEX,09-Nov-2018,04-Dec-24,35287.29,35011.23,35158.55,22.84,2.96,1.26,
BSE,BSE:SENSEX,07-Nov-2018,04-Dec-24,35302.25,35183.17,35237.68,22.91,2.97,1.25,
BSE,BSE:SENSEX,06-Nov-2018,04-Dec-24,35196.03,34889.72,34991.91,22.61,2.93,1.27,
BSE,BSE:SENSEX,05-Nov-2018,04-Dec-24,35123.41,34811.60,34950.92,22.58,2.92,1.27,
BSE,BSE:SENSEX,02-Nov-2018,04-Dec-24,35190.20,34649.80,35011.65,22.72,2.94,1.26,
BSE,BSE:SENSEX,31-Oct-2018,04-Dec-24,34463.38,33587.24,34442.05,22.01,2.85,1.30,
BSE,BSE:SENSEX,30-Oct-2018,04-Dec-24,34176.36,33799.79,33891.13,21.73,2.81,1.32,
BSE,BSE:SENSEX,29-Oct-2018,04-Dec-24,34154.60,33341.80,34067.40,21.87,2.83,1.31,
BSE,BSE:SENSEX,26-Oct-2018,04-Dec-24,33776.80,33291.58,33349.31,21.32,2.76,1.34,
BSE,BSE:SENSEX,25-Oct-2018,04-Dec-24,33838.76,33553.18,33690.09,21.63,2.81,1.32,
BSE,BSE:SENSEX,24-Oct-2018,04-Dec-24,34300.97,33726.07,34033.96,21.88,2.84,1.31,
BSE,BSE:SENSEX,23-Oct-2018,04-Dec-24,34073.92,33742.75,33847.23,21.61,2.81,1.32,
BSE,BSE:SENSEX,22-Oct-2018,04-Dec-24,34748.69,34082.76,34134.38,21.90,2.84,1.31,
BSE,BSE:SENSEX,19-Oct-2018,04-Dec-24,34563.29,34140.32,34315.63,22.03,2.86,1.30,
BSE,BSE:SENSEX,17-Oct-2018,04-Dec-24,35605.43,34727.16,34779.58,22.40,2.91,1.28,
BSE,BSE:SENSEX,16-Oct-2018,04-Dec-24,35215.79,34913.06,35162.48,22.56,2.93,1.27,
BSE,BSE:SENSEX,15-Oct-2018,04-Dec-24,35008.65,34559.98,34865.10,22.28,2.90,1.29,
BSE,BSE:SENSEX,12-Oct-2018,04-Dec-24,34808.42,34279.78,34733.58,22.52,2.91,1.28,
BSE,BSE:SENSEX,11-Oct-2018,04-Dec-24,34325.18,33723.53,34001.15,21.86,2.83,1.31,
BSE,BSE:SENSEX,10-Oct-2018,04-Dec-24,34858.35,34346.50,34760.89,22.33,2.89,1.29,
BSE,BSE:SENSEX,09-Oct-2018,04-Dec-24,34711.68,34233.50,34299.47,22.01,2.85,1.31,
BSE,BSE:SENSEX,08-Oct-2018,04-Dec-24,34636.43,33974.66,34474.38,22.13,2.86,1.30,
BSE,BSE:SENSEX,05-Oct-2018,04-Dec-24,35118.54,34202.22,34376.99,21.96,2.84,1.31,
BSE,BSE:SENSEX,04-Oct-2018,04-Dec-24,35820.53,35022.12,35169.16,22.58,2.92,1.28,
BSE,BSE:SENSEX,03-Oct-2018,04-Dec-24,36602.85,35911.82,35975.63,23.15,2.99,1.25,
BSE,BSE:SENSEX,28-Sep-2018,04-Dec-24,36551.86,35985.63,36227.14,23.37,3.02,1.23,
BSE,BSE:SENSEX,27-Sep-2018,04-Dec-24,36711.62,36238.23,36324.17,23.46,3.03,1.23,
BSE,BSE:SENSEX,26-Sep-2018,04-Dec-24,36938.74,36357.93,36542.27,23.60,3.05,1.22,
BSE,BSE:SENSEX,25-Sep-2018,04-Dec-24,36705.79,36064.10,36652.06,23.49,3.04,1.22,
BSE,BSE:SENSEX,24-Sep-2018,04-Dec-24,36945.50,36216.95,36305.02,23.30,3.01,1.24,
BSE,BSE:SENSEX,21-Sep-2018,04-Dec-24,37489.24,35993.64,36841.60,23.73,3.05,1.20,
BSE,BSE:SENSEX,19-Sep-2018,04-Dec-24,37530.63,37062.69,37121.22,23.85,3.07,1.20,
BSE,BSE:SENSEX,18-Sep-2018,04-Dec-24,37745.44,37242.85,37290.67,23.81,3.06,1.20,
BSE,BSE:SENSEX,17-Sep-2018,04-Dec-24,38027.81,37548.93,37585.51,24.05,3.09,1.19,
BSE,BSE:SENSEX,14-Sep-2018,04-Dec-24,38125.62,37859.52,38090.64,24.64,3.17,1.16,
BSE,BSE:SENSEX,12-Sep-2018,04-Dec-24,37752.58,37342.00,37717.96,24.43,3.15,1.17,
