index_group,index_name,index_date,last_update_date,high,low,close,pe_ratio,pb_ratio,dividend_yield,
BSE,BSE:MidCap,31-Jul-2018,04-Dec-24,16031.23,15944.39,16013.44,32.68,2.73,0.95,
BSE,BSE:MidCap,30-Jul-2018,04-Dec-24,15985.57,15862.21,15961.10,32.55,2.72,0.95,
BSE,BSE:MidCap,27-Jul-2018,04-Dec-24,15945.88,15811.08,15912.62,33.91,2.72,0.95,
BSE,BSE:MidCap,26-Jul-2018,04-Dec-24,15789.13,15659.30,15763.22,33.69,2.70,0.96,
BSE,BSE:MidCap,25-Jul-2018,04-Dec-24,15766.34,15613.72,15644.91,33.47,2.68,0.97,
BSE,BSE:MidCap,24-Jul-2018,04-Dec-24,15684.03,15414.49,15664.48,33.28,2.66,0.97,
BSE,BSE:MidCap,23-Jul-2018,04-Dec-24,15407.44,15217.04,15392.58,32.77,2.62,0.99,
BSE,BSE:MidCap,20-Jul-2018,04-Dec-24,15211.85,15042.76,15196.46,32.15,2.57,1.00,
BSE,BSE:MidCap,19-Jul-2018,04-Dec-24,15213.06,14999.74,15085.94,31.74,2.54,1.01,
BSE,BSE:MidCap,18-Jul-2018,04-Dec-24,15477.72,15137.83,15181.35,32.25,2.58,1.00,
BSE,BSE:MidCap,17-Jul-2018,04-Dec-24,15389.24,15019.07,15376.11,32.71,2.62,0.98,
BSE,BSE:MidCap,16-Jul-2018,04-Dec-24,15455.99,15042.92,15053.77,31.89,2.55,1.01,
BSE,BSE:MidCap,13-Jul-2018,04-Dec-24,15618.77,15402.67,15431.47,32.88,2.63,0.98,
BSE,BSE:MidCap,12-Jul-2018,04-Dec-24,15790.94,15535.19,15551.74,33.05,2.65,0.97,
BSE,BSE:MidCap,11-Jul-2018,04-Dec-24,15773.49,15620.34,15632.55,33.10,2.65,0.97,
BSE,BSE:MidCap,10-Jul-2018,04-Dec-24,15752.16,15621.94,15737.77,33.39,2.67,0.96,
BSE,BSE:MidCap,09-Jul-2018,04-Dec-24,15600.14,15442.11,15581.08,33.12,2.65,0.97,
BSE,BSE:MidCap,06-Jul-2018,04-Dec-24,15471.20,15266.37,15391.62,32.46,2.61,0.99,
BSE,BSE:MidCap,05-Jul-2018,04-Dec-24,15469.48,15290.79,15305.74,32.21,2.59,1.00,
BSE,BSE:MidCap,04-Jul-2018,04-Dec-24,15431.61,15294.19,15415.26,32.67,2.62,0.98,
BSE,BSE:MidCap,03-Jul-2018,04-Dec-24,15453.97,15268.82,15441.43,32.61,2.62,0.98,
BSE,BSE:MidCap,29-Jun-2018,04-Dec-24,15463.31,15227.66,15450.90,33.03,2.59,0.94,
BSE,BSE:MidCap,28-Jun-2018,04-Dec-24,15426.74,15152.94,15175.81,32.26,2.53,0.96,
BSE,BSE:MidCap,27-Jun-2018,04-Dec-24,15677.95,15391.27,15425.95,32.96,2.59,0.94,
BSE,BSE:MidCap,26-Jun-2018,04-Dec-24,15737.36,15642.29,15661.31,33.64,2.64,0.92,
BSE,BSE:MidCap,25-Jun-2018,04-Dec-24,15881.87,15683.97,15713.05,33.77,2.65,0.92,
BSE,BSE:MidCap,22-Jun-2018,04-Dec-24,15859.34,15687.74,15839.61,34.37,2.70,0.91,
BSE,BSE:MidCap,21-Jun-2018,04-Dec-24,15896.13,15758.66,15767.70,33.97,2.67,0.92,
BSE,BSE:MidCap,20-Jun-2018,04-Dec-24,15887.51,15795.59,15851.90,34.17,2.68,0.91,
BSE,BSE:MidCap,19-Jun-2018,04-Dec-24,15966.17,15764.39,15815.74,34.10,2.68,0.91,
BSE,BSE:MidCap,18-Jun-2018,04-Dec-24,16075.79,15949.84,15972.10,34.59,2.71,0.90,
BSE,BSE:MidCap,15-Jun-2018,04-Dec-24,16114.01,15963.01,16001.20,34.06,2.69,0.91,
BSE,BSE:MidCap,14-Jun-2018,04-Dec-24,16080.89,15980.95,16065.38,34.38,2.72,0.90,
BSE,BSE:MidCap,13-Jun-2018,04-Dec-24,16249.16,16063.19,16077.51,34.39,2.72,0.90,
BSE,BSE:MidCap,12-Jun-2018,04-Dec-24,16162.43,16011.36,16151.16,34.72,2.74,0.89,
BSE,BSE:MidCap,11-Jun-2018,04-Dec-24,16147.66,15988.45,16007.58,34.41,2.72,0.90,
BSE,BSE:MidCap,08-Jun-2018,04-Dec-24,16037.04,15888.14,16022.37,34.90,2.69,0.91,
BSE,BSE:MidCap,07-Jun-2018,04-Dec-24,15980.72,15760.14,15955.02,35.06,2.71,0.90,
BSE,BSE:MidCap,06-Jun-2018,04-Dec-24,15769.48,15499.47,15734.19,34.56,2.67,0.92,
BSE,BSE:MidCap,05-Jun-2018,04-Dec-24,15742.25,15428.92,15534.67,34.07,2.63,0.93,
BSE,BSE:MidCap,04-Jun-2018,04-Dec-24,15935.32,15696.27,15722.95,34.55,2.67,0.92,
BSE,BSE:MidCap,31-May-2018,04-Dec-24,16136.67,15986.68,16013.81,34.26,2.75,0.89,
BSE,BSE:MidCap,30-May-2018,04-Dec-24,16075.56,15922.95,16052.74,34.36,2.76,0.89,
BSE,BSE:MidCap,29-May-2018,04-Dec-24,16175.63,15993.81,16047.36,34.09,2.74,0.90,
BSE,BSE:MidCap,28-May-2018,04-Dec-24,16135.44,15979.97,16119.08,34.55,2.77,0.88,
BSE,BSE:MidCap,25-May-2018,04-Dec-24,15935.29,15679.20,15904.41,33.85,2.72,0.90,
BSE,BSE:MidCap,24-May-2018,04-Dec-24,15777.21,15587.47,15661.54,33.09,2.65,0.92,
BSE,BSE:MidCap,23-May-2018,04-Dec-24,15821.96,15683.80,15699.75,33.19,2.66,0.92,
BSE,BSE:MidCap,22-May-2018,04-Dec-24,15760.64,15564.83,15738.11,34.64,2.71,0.92,
BSE,BSE:MidCap,21-May-2018,04-Dec-24,15910.91,15606.96,15635.75,34.39,2.69,0.92,
BSE,BSE:MidCap,18-May-2018,04-Dec-24,16161.67,15879.69,15895.68,31.90,2.72,0.92,
BSE,BSE:MidCap,17-May-2018,04-Dec-24,16183.56,16032.27,16133.00,32.55,2.77,0.90,
BSE,BSE:MidCap,16-May-2018,04-Dec-24,16090.00,15910.21,16024.86,32.24,2.75,0.91,
BSE,BSE:MidCap,15-May-2018,04-Dec-24,16333.98,15999.03,16068.57,32.61,2.76,0.90,
BSE,BSE:MidCap,14-May-2018,04-Dec-24,16352.15,16184.72,16200.03,33.07,2.80,0.89,
BSE,BSE:MidCap,11-May-2018,04-Dec-24,16400.13,16235.64,16343.99,34.19,2.86,0.89,
BSE,BSE:MidCap,10-May-2018,04-Dec-24,16541.58,16260.36,16279.25,34.08,2.85,0.89,
BSE,BSE:MidCap,09-May-2018,04-Dec-24,16628.95,16513.29,16530.15,34.57,2.89,0.88,
BSE,BSE:MidCap,08-May-2018,04-Dec-24,16699.71,16596.33,16635.31,34.91,2.92,0.87,
BSE,BSE:MidCap,07-May-2018,04-Dec-24,16665.14,16562.92,16652.38,34.92,2.92,0.87,
BSE,BSE:MidCap,04-May-2018,04-Dec-24,16661.56,16531.40,16561.01,37.20,2.95,0.88,
BSE,BSE:MidCap,03-May-2018,04-Dec-24,16814.63,16564.61,16619.36,37.51,2.97,0.87,
BSE,BSE:MidCap,30-Apr-2018,04-Dec-24,17029.33,16935.18,17012.03,38.36,3.05,0.84,
BSE,BSE:MidCap,27-Apr-2018,04-Dec-24,16946.65,16807.98,16917.18,38.48,2.95,0.84,
BSE,BSE:MidCap,26-Apr-2018,04-Dec-24,16845.25,16732.49,16785.08,38.17,2.93,0.85,
BSE,BSE:MidCap,25-Apr-2018,04-Dec-24,16883.35,16758.86,16788.55,38.19,2.93,0.86,
BSE,BSE:MidCap,24-Apr-2018,04-Dec-24,16976.33,16856.86,16876.96,38.63,2.96,0.85,
BSE,BSE:MidCap,23-Apr-2018,04-Dec-24,16907.17,16770.09,16881.11,38.59,2.96,0.85,
BSE,BSE:MidCap,20-Apr-2018,04-Dec-24,16863.44,16741.03,16798.94,38.69,2.92,0.85,
BSE,BSE:MidCap,19-Apr-2018,04-Dec-24,16885.70,16788.65,16873.55,38.99,2.94,0.85,
BSE,BSE:MidCap,18-Apr-2018,04-Dec-24,16843.62,16729.59,16768.05,38.64,2.92,0.85,
BSE,BSE:MidCap,17-Apr-2018,04-Dec-24,16810.71,16700.49,16780.41,38.67,2.92,0.85,
BSE,BSE:MidCap,16-Apr-2018,04-Dec-24,16746.46,16567.45,16734.31,38.70,2.92,0.85,
BSE,BSE:MidCap,13-Apr-2018,04-Dec-24,16748.49,16615.89,16677.76,38.54,2.91,0.86,
BSE,BSE:MidCap,12-Apr-2018,04-Dec-24,16678.89,16567.88,16600.67,38.31,2.89,0.86,
BSE,BSE:MidCap,11-Apr-2018,04-Dec-24,16689.58,16562.68,16621.58,38.42,2.90,0.86,
BSE,BSE:MidCap,10-Apr-2018,04-Dec-24,16719.82,16578.38,16653.09,38.64,2.92,0.86,
BSE,BSE:MidCap,09-Apr-2018,04-Dec-24,16700.30,16598.18,16622.39,38.57,2.91,0.86,
BSE,BSE:MidCap,06-Apr-2018,04-Dec-24,16614.35,16441.86,16596.57,38.52,2.91,0.86,
BSE,BSE:MidCap,05-Apr-2018,04-Dec-24,16504.84,16271.70,16489.94,38.28,2.89,0.86,
BSE,BSE:MidCap,04-Apr-2018,04-Dec-24,16474.98,16166.95,16184.97,37.34,2.81,0.88,
BSE,BSE:MidCap,03-Apr-2018,04-Dec-24,16343.90,16172.96,16335.01,37.72,2.84,0.87,
BSE,BSE:MidCap,28-Mar-2018,04-Dec-24,16031.97,15931.52,15962.59,36.64,2.76,0.89,
BSE,BSE:MidCap,27-Mar-2018,04-Dec-24,16090.50,15926.79,16048.33,37.06,2.79,0.88,
BSE,BSE:MidCap,26-Mar-2018,04-Dec-24,15922.27,15608.19,15880.73,36.69,2.76,0.89,
BSE,BSE:MidCap,23-Mar-2018,04-Dec-24,15762.90,15567.56,15694.11,36.18,2.72,0.91,
BSE,BSE:MidCap,22-Mar-2018,04-Dec-24,16087.20,15892.36,15910.68,36.65,2.76,0.90,
BSE,BSE:MidCap,21-Mar-2018,04-Dec-24,16188.63,16007.62,16031.70,36.86,2.77,0.89,
BSE,BSE:MidCap,20-Mar-2018,04-Dec-24,16047.44,15847.79,15995.82,36.79,2.77,0.89,
BSE,BSE:MidCap,19-Mar-2018,04-Dec-24,16271.21,15932.67,15962.99,36.78,2.77,0.89,
BSE,BSE:MidCap,16-Mar-2018,04-Dec-24,16450.74,16198.68,16219.13,38.82,2.80,0.89,
BSE,BSE:MidCap,15-Mar-2018,04-Dec-24,16458.43,16332.21,16394.99,39.28,2.83,0.88,
BSE,BSE:MidCap,14-Mar-2018,04-Dec-24,16338.56,16212.04,16315.44,39.08,2.81,0.89,
BSE,BSE:MidCap,13-Mar-2018,04-Dec-24,16326.56,16079.54,16269.25,38.93,2.80,0.89,
BSE,BSE:MidCap,12-Mar-2018,04-Dec-24,16125.95,15959.20,16108.27,38.52,2.77,0.90,
BSE,BSE:MidCap,09-Mar-2018,04-Dec-24,16145.09,15966.61,15987.27,38.08,2.74,0.91,
BSE,BSE:MidCap,08-Mar-2018,04-Dec-24,16095.47,15805.61,16043.55,38.46,2.77,0.90,
BSE,BSE:MidCap,07-Mar-2018,04-Dec-24,16170.76,15935.82,15954.41,38.31,2.76,0.90,
BSE,BSE:MidCap,06-Mar-2018,04-Dec-24,16473.44,16121.22,16167.85,38.78,2.79,0.89,
BSE,BSE:MidCap,05-Mar-2018,04-Dec-24,16448.02,16251.29,16304.42,39.08,2.81,0.89,
BSE,BSE:MidCap,28-Feb-2018,04-Dec-24,16597.03,16426.00,16562.59,39.35,2.83,0.88,
BSE,BSE:MidCap,27-Feb-2018,04-Dec-24,16743.73,16576.23,16601.05,39.70,2.86,0.87,
BSE,BSE:MidCap,26-Feb-2018,04-Dec-24,16714.67,16600.34,16684.87,39.96,2.88,0.87,
BSE,BSE:MidCap,23-Feb-2018,04-Dec-24,16574.76,16328.83,16562.03,39.33,2.83,0.88,
BSE,BSE:MidCap,22-Feb-2018,04-Dec-24,16404.78,16292.47,16322.14,38.60,2.78,0.90,
BSE,BSE:MidCap,21-Feb-2018,04-Dec-24,16484.25,16323.31,16411.46,38.95,2.81,0.89,
BSE,BSE:MidCap,20-Feb-2018,04-Dec-24,16517.97,16363.16,16419.51,38.96,2.81,0.89,
BSE,BSE:MidCap,19-Feb-2018,04-Dec-24,16678.47,16286.58,16428.66,39.33,2.83,0.88,
BSE,BSE:MidCap,16-Feb-2018,04-Dec-24,16932.65,16558.43,16602.35,39.33,2.87,0.87,
BSE,BSE:MidCap,15-Feb-2018,04-Dec-24,17009.85,16753.18,16803.24,39.90,2.91,0.86,
BSE,BSE:MidCap,14-Feb-2018,04-Dec-24,17014.68,16838.32,16881.48,39.96,2.92,0.85,
